name,theme-primary,theme-secondary::Health,theme-secondary::Environment,theme-secondary::Education,theme-secondary::Finance,theme-secondary::Society,theme-secondary::Defence,theme-secondary::Transportation,theme-secondary::Location,theme-secondary::Spending data,theme-secondary::Government,theme-secondary::Spending
exceptions-to-government-moratoria-consultancy-home-office,Spending,,,,,,,,,,True,
exceptions-to-government-moratoria-crown-prosecution-service,,,,,,,,,,,,
exceptions-to-government-moratoria-dcms,Finance,,,,True,,,,,,True,True
exceptions-to-government-moratoria-defra,Spending,,True,,,,,,,,True,
exceptions-to-government-moratoria-department-for-communities-and-local-government,Government,,,,,,,,,,,
exceptions-to-government-moratoria-department-for-education,,,,,,,,,,,,
exceptions-to-government-moratoria-department-for-international-development,Spending,,,,,,,,,,True,True
exceptions-to-government-moratoria-department-work-and-pensions,Finance,,,,,,,,,,,
exceptions-to-government-moratoria-foreign-and-commonwealth-office,Spending,,,,True,,,,,,,
exceptions-to-government-moratoria-hmrc,Spending,,,,,,,,,,True,True
exceptions-to-government-moratoria-hm-treasury-group,Spending,,,,,,,,,,,
exceptions-to-government-moratoria-home-office,Spending,,,,,,,,,,True,
exceptions-to-government-moratoria-mod,Spending,,,,,,,,,,,
exceptions-to-government-moratoria-monitor,Spending,,,,,,,,,,,
exceptions-to-government-moratoria-property-home-office,Spending,,,,,,,,,,True,
exceptions-to-government-moratoria-recruitment-home-office,Spending,,,,,,,,,,True,
exceptions-to-government-moratoria-serious-fraud-office,,,,,,,,,,,,
exceptions-to-government-moratoria-treasury-solicitors-department,,,,,,,,,,,,
exceptions-to-spending-moratoria-applied-for-by-the-crown-prosecution-service,Spending,,,,True,,,,,,True,True
exception-to-spending-controls-for-external-recruitment,Health,True,,,,,,,,,,
excess_winter_deaths,,,,,,,,,,,,
_excess_winter_deaths_in_wales,,,,,,,,,,,,
excess_winter_deaths_in_wales,,,,,,,,,,,,
_excess_winter_mortality,,,,,,,,,,,,
excess_winter_mortality,,,,,,,,,,,,
_excess_winter_mortality_in_england_and_wales,,,,,,,,,,,,
excess_winter_mortality_in_england_and_wales,,,,,,,,,,,,
excess_winter_mortality_in_northern_ireland,,,,,,,,,,,,
exclusions_from_school,,,,,,,,,,,,
_exclusions_from_schools_in_scotland,,,,,,,,,,,,
exclusions_from_schools_in_scotland,,,,,,,,,,,,
_exclusions_from_schools_in_wales,,,,,,,,,,,,
exclusions_from_schools_in_wales,,,,,,,,,,,,
expenditure,,,,,,,,,,,,
expenditure-25k-bedfordshire-nhs,,,,,,,,,,,,
expenditure-25k-bedfordshire-nhs-2012-2013,,,,,,,,,,,,
expenditureapl2010mar2011,,,,,,,,,,,,
expendituredata,,,,,,,,,,,,
_expenditure_on_biodiversity,,,,,,,,,,,,
expenditure_on_biodiversity,,,,,,,,,,,,
expenditure-on-biodiversity-uk,,,,,,,,,,,,
expenditure_on_healthcare_in_the_uk,,,,,,,,,,,,
expenditure-on-local-authority-owned-dwellings-that-received-any-capital-works,Environment,,,,,,,,,,,
expenditure-on-local-authority-owned-dwellings-that-received-capital-type-installation-replacement-o,Environment,,,,,,,,,,,
expenditure-on-local-authority-owned-dwellings-that-received-other-capital-works-acquisitions-genera,Environment,,,,,,,,,,,
expenditure-on-local-authority-owned-dwellings-that-received-other-capital-works-acquisitions-suppor,Environment,,,,,,,,,,,
expenditure-on-local-authority-owned-dwellings-that-received-other-capital-works-conversion,Environment,,,,,,,,,,,
expenditure-on-local-authority-owned-dwellings-that-received-other-capital-works-demolition,Environment,,,,,,,,,,,
expenditure-on-local-authority-owned-dwellings-that-received-other-capital-works-new-build-general-n,Environment,,,,,,,,,,,
expenditure-on-local-authority-owned-dwellings-that-received-other-capital-works-new-build-supported,Environment,,,,,,,,,,,
_expenditure_on_school_education_in_scotland,,,,,,,,,,,,
expenditure_on_school_education_in_scotland,,,,,,,,,,,,
expenditure-over-25000-avon-and-wiltshire,Spending,,,,,,,,,,,
expenditure-over-25000-avon-and-wiltshire-april-12,,,,,,,,,,,,
expenditure-over-25000-avon-and-wiltshire-feb-12,,,,,,,,,,,,
expenditure-over-25000-avon-and-wiltshire-jan-12,,,,,,,,,,,,
expenditure-over-25000-avon-and-wiltshire-july-11,,,,,,,,,,,,
expenditure-over25000-avon-and-wiltshire-july-11,,,,,,,,,,,,
expenditure-over-25000-avon-and-wiltshire-march-12,,,,,,,,,,,,
expenditure-over-25000-avon-and-wiltshire-nov11,,,,,,,,,,,,
expenditure-over-25000-avon-and-wiltshire-oct11,,,,,,,,,,,,
expenditure-over-25-000-for-east-midlands-ambulance-service-nhs-trust-in-october-2012,Health,,,,True,,,,,,,True
expenditure-over-25k,,,,,,,,,,,,
expenditure-over-25k-for-avon-wilts-mh-partnership,Health,True,,,True,,,,,,,
expenditure-over-25k-in-nhs-southern-derbyshire-ccg,Health,,,,,,,,,,,True
expenditure-over-25k-july-2011,,,,,,,,,,,,
expenditure-over-25k-june-2011,,,,,,,,,,,,
expenditure_over_25k_sept_12,Health,True,,,True,,,,,,,
expenditure-transactions-over-25k-for-april-2013,Health,,,,True,,,,,,True,
expenditure-transactions-over-25k-for-august-2012,Health,,,,True,,,,,,,
expenditure-transactions-over-25k-for-december-2012,Health,,,,True,,,,,,,
expenditure-transactions-over-25k-for-february-2013,Health,,,,True,,,,,,,
expenditure-transactions-over-25k-for-january-2013,Health,,,,True,,,,,,,
expenditure-transactions-over-25k-for-march-2013,Health,,,,True,,,,,,,
expenditure-transactions-over-25k-for-may-2013,Health,,,,True,,,,,,True,
expenditure-transactions-over-25k-for-november-2012,Health,,,,True,,,,,,,
expenditure-transactions-over-25k-for-october-2012,Spending,True,,,,,,,,,,
expenditure-transactions-over-25k-for-september-2012,Health,,,,,,,,,,,
expend-over-25-k-13-14,Spending,,,,True,,,,,,,
expend-over-25k-2012-2013,Spending,,,,,,,,,,,True
expenses,Government,,,,,,,,,,,
expenses-april-2012,Health,,,,,,,,,,,
expenses-data-audit-commission,Spending,,,,,,,,,,,True
expenses-may-2012,Health,True,,,,,,,,,,
_experience_of_crime_-_findings_from_the_northern_ireland_crime_survey,,,,,,,,,,,,
experience_of_crime-findings_from_the_northern_ireland_crime_survey,,,,,,,,,,,,
_experience_of_library_usage_in_northern_ireland_-_findings_from_the_northern_ireland_continuous_hou,,,,,,,,,,,,
experience_of_library_usage_in_northern_ireland-findings_from_the_northern_ireland_continuous_househ,,,,,,,,,,,,
_experience_of_museums_in_northern_ireland_findings_from_the_continuous_household_survey_2008-09_dca,,,,,,,,,,,,
experience_of_museums_in_northern_ireland_findings_from_the_continuous_household_survey_2008-09_dcal,,,,,,,,,,,,
_experience_of_sport_and_physical_activity_in_northern_ireland_-_findings_from_the_continuous_househ,,,,,,,,,,,,
experience_of_sport_and_physical_activity_in_northern_ireland-findings_from_the_continuous_household,,,,,,,,,,,,
experience_of_the_arts_in_northern_ireland-findings_from_the_continuous_household_survey_2008-09,,,,,,,,,,,,
_experimental_early_estimates_for_income_support_lone_parents_and_incapacity_benefits_working_age_cl,,,,,,,,,,,,
experimental_early_estimates_for_income_support_lone_parents_and_incapacity_benefits_working_age_cli,,,,,,,,,,,,
experimental_statistics-fostering_care_datasets,,,,,,,,,,,,
exploratory-evaluation-of-next-step-service,Environment,,,,,True,,,,,True,
exploring-how-smes-interact-with-large-businesses,Finance,,,,,True,,,,,True,
export_of_objects_of_cultural_interest,,,,,,,,,,,,
exposure-of-burrowing-mammals-to-rn-222-in-northwest-england,,,,,,,,,,,,
extent-and-condition-of-uk-protected-areas,,,,,,,,,,,,
_extent_of_retail_development_taking_place_within_town_centres_in_england,,,,,,,,,,,,
extent_of_retail_development_taking_place_within_town_centres_in_england,,,,,,,,,,,,
external_coherence,,,,,,,,,,,,
eye_care_statistics_for_wales,,,,,,,,,,,,
factors_that_influence_people_to_engage_in_culture_and_sport_in_northern_ireland,,,,,,,,,,,,
_families_and_households,,,,,,,,,,,,
families_and_households,,,,,,,,,,,,
family_composition_and_number_of_dependent_children_by_economic_activity,,,,,,,,,,,,
family_composition_by_age_of_family_reference_person_frp,,,,,,,,,,,,
_family_food,,,,,,,,,,,,
family_food,,,,,,,,,,,,
family-information-directory,,,,,,,,,,,,
family_intervention_projects,,,,,,,,,,,,
_family_resources_survey,,,,,,,,,,,,
family_resources_survey,,,,,,,,,,,,
family_resources_survey_,,,,,,,,,,,,
family_resources_survey_-_none,,,,,,,,,,,,
_family_resources_survey_reports_northern_ireland,,,,,,,,,,,,
family_resources_survey_reports_northern_ireland,,,,,,,,,,,,
family_size,,,,,,,,,,,,
_family_spending,,,,,,,,,,,,
family_spending,,,,,,,,,,,,
fares,,,,,,,,,,,,
_farm_accounts_in_england,,,,,,,,,,,,
farm_accounts_in_england,,,,,,,,,,,,
farm_business_income,,,,,,,,,,,,
_farm_business_income_net_farm_income_and_cash_income,,,,,,,,,,,,
farm_business_income_net_farm_income_and_cash_income,,,,,,,,,,,,
_farm_business_management_practices_in_england,,,,,,,,,,,,
farm_business_management_practices_in_england,,,,,,,,,,,,
_farm_diversification,,,,,,,,,,,,
farm_diversification,,,,,,,,,,,,
farm_diversification_in_wales,,,,,,,,,,,,
farmer_intentions_survey,,,,,,,,,,,,
_farm_household_income_and_household_composition_england,,,,,,,,,,,,
farm_household_income_and_household_composition_england,,,,,,,,,,,,
_farm_income_estimates,,,,,,,,,,,,
farm_income_estimates,,,,,,,,,,,,
_farm_incomes,,,,,,,,,,,,
farm_incomes,,,,,,,,,,,,
_farm_incomes_in_northern_ireland,,,,,,,,,,,,
farm_incomes_in_northern_ireland,,,,,,,,,,,,
_farm_incomes_in_scotland,,,,,,,,,,,,
farm_incomes_in_scotland,,,,,,,,,,,,
_farm_incomes_in_wales,,,,,,,,,,,,
farm_incomes_in_wales,,,,,,,,,,,,
_farming_facts_and_figures_for_wales,,,,,,,,,,,,
farming_facts_and_figures_for_wales,,,,,,,,,,,,
farming_statistics,,,,,,,,,,,,
_farm_practices,,,,,,,,,,,,
farm_practices,,,,,,,,,,,,
_farm_rents,,,,,,,,,,,,
farm_rents,,,,,,,,,,,,
farm-rents,Environment,,True,,True,True,,,,,,
farm-scale-evaluations-of-herbicide-tolerant-genetically-modified-crops,,,,,,,,,,,,
farm-scale-evaluations-of-herbicide-tolerant-genetically-modified-crops-beet1,,,,,,,,,,,,
farm-scale-evaluations-of-herbicide-tolerant-genetically-modified-crops-farm-management-data1,,,,,,,,,,,,
farm-scale-evaluations-of-herbicide-tolerant-genetically-modified-crops-maize1,,,,,,,,,,,,
farm-scale-evaluations-of-herbicide-tolerant-genetically-modified-crops-map-service,,,,,,,,,,,,
farm-scale-evaluations-of-herbicide-tolerant-genetically-modified-crops-spring-oilseed-rape1,,,,,,,,,,,,
farm-scale-evaluations-of-herbicide-tolerant-genetically-modified-crops-winter-oilseed-rape1,,,,,,,,,,,,
_fatal_injuries_in_the_workplace,,,,,,,,,,,,
fatal_injuries_in_the_workplace,,,,,,,,,,,,
fatal_injuries_in_the_workplace_-_none,,,,,,,,,,,,
fco-country-information,,,,,,,,,,,,
fco-energy-consumption,,,,,,,,,,,,
fco-geographical-names,Location,,,,,,,,,,,
fco-geographical-names-and-information,Location,,,,,True,,,,,True,
fco-multilateral-overseas-development-aid,Spending,,,,True,,,,,,True,
fco-multilateral-overseas-development-aid-2011-2012,Spending,,True,,,,,,,,True,
fco-oda-multilateral-aid,Spending,,,,,,,,,,True,True
fco-official-development-assistance-oda-information,Spending,,,,True,,,,,,True,
fco-online-travel-advice,,,,,,,,,,,,
fco-services-hr-transparency-data-as-at-31-mar-11,,,,,,,,,,,,
fco-services-transparency-31-mar-11,,,,,,,,,,,,
fco-travel-advice,,,,,,,,,,,,
fc-over-25k-0112,,,,,,,,,,,,
fc-over-25k-0212,Spending,,,,,,,,,,,True
fc-over-25k-0312,,,,,,,,,,,,
fc-over-25k-0412,Spending,,,,,,,,,,,True
fc-over-25k-0612,Spending,,,,,,,,,,,
fc-over-25k-1011,,,,,,,,,,,,
fc-over-25k-1012,,,,,,,,,,,,
fc-over-25k-1101,,,,,,,,,,,,
fc-over-25k-1102,,,,,,,,,,,,
fc-over-25k-1103,,,,,,,,,,,,
fc-over-25k-1105,,,,,,,,,,,,
fc-over-25k-1106,,,,,,,,,,,,
fc-over-25k-1107,,,,,,,,,,,,
fc-over-25k-1108,,,,,,,,,,,,
fc-over-25k-1109,,,,,,,,,,,,
fc-over-25k-1110,,,,,,,,,,,,
fc-over-25k-1111,,,,,,,,,,,,
fc-over-25k-1205,Spending,,,,,,,,,,,True
fc-over-25k-1211,,,,,,,,,,,,
fc-over-500-0812,Spending,,,,,,,,,,,
fc-ovr-25k-1104,,,,,,,,,,,,
fc-ownership,,,,,,,,,,,,
fcs-administrative-boundaries-wms,,,,,,,,,,,,
fcs-conservancy-polygons,,,,,,,,,,,,
fcs-grants-regulations-wms,,,,,,,,,,,,
fcs-inventories-and-surveys-wms,,,,,,,,,,,,
fcs-national-forest-estate-wms,,,,,,,,,,,,
fear_of_crime,Society,,,,,,,,,,,
feb-2011-smhft-25000-spend,,,,,,,,,,,,
february-2011-financial-transactions-data-george-eliot-hospital-nhs-trust,,,,,,,,,,,,
february_2011_financial_transactions_data_worcestershire_acute_hospitals_nhs_trust,,,,,,,,,,,,
february-2012,Health,,,,,,,,,,,
february-2012-financial-transactions-data-george-eliot-hospital-nhs-trust,,,,,,,,,,,,
february-2013-financial-transactions-data-walsall-healthcare-nhs-trust,Health,,,,True,,,,,,,
february-2013-return-with-descriptions,Spending,,,,,,,,,,True,True
february-2013-spend-over-25-000-in-george-eliot-hospital-nhs-trust,Health,,,,,,,,,,,
february-financial-transactions-data-walsall-healthcare-nhs-trust,,,,,,,,,,,,
february-financial-transactions-data-walsall-hospitals-nhs-trust,,,,,,,,,,,,
_feed_in_tariff_scheme_capacity_data,,,,,,,,,,,,
feed_in_tariff_scheme_capacity_data,,,,,,,,,,,,
feed_in_tariff_scheme_generation_data,,,,,,,,,,,,
felling-licence-applications-1998-2011,,,,,,,,,,,,
felling-licence-applications-casebook,,,,,,,,,,,,
felling-licence-approvals,,,,,,,,,,,,
fera-gpc-spend-over-500-pounds,Spending,,True,,,,,,,,True,
fera_organogram_2011,,,,,,,,,,,,
fertility_and_migration,,,,,,,,,,,,
fertility_summary,,,,,,,,,,,,
finacial-data-transactions-chre,Spending,,,,,,,,,,,
final-energy-consumption-2007,,,,,,,,,,,,
finalised_patient_reported_outcome_measures_proms_in_england,,,,,,,,,,,,
finalised-patient-reported-outcome-measures-proms-in-england-april-2009-to-march-2010-pre-and-p,Health,True,,,,,,,,,,
finanace-expenditure-april-2013,Health,True,,,,,,,,,,
finance-expenditur,Health,True,,,,,,,,,,
finance-expenditure,,,,,,,,,,,,
finance-expenditure11,,,,,,,,,,,,
finance-expenditure2010,,,,,,,,,,,,
finance-expenditure-2011,,,,,,,,,,,,
finance-expenditure-april-2011,,,,,,,,,,,,
finance-expenditure-april-2012,,,,,,,,,,,,
finance-expenditure-august-2011,,,,,,,,,,,,
finance-expenditure-august-2012,Health,True,,,,,,,,,,
finance-expenditure-december-2011,,,,,,,,,,,,
finance-expenditure-december-2012,Health,True,,,,,,,,,,
finance-expenditure-february-2011,,,,,,,,,,,,
finance-expenditure-february-2012,,,,,,,,,,,,
finance-expenditure-january-2012,,,,,,,,,,,,
finance-expenditure-june-2011,,,,,,,,,,,,
finance-expenditure-mar-2011,,,,,,,,,,,,
finance-expenditure-march-2012,,,,,,,,,,,,
finance-expenditure-may-2011,,,,,,,,,,,,
finance-expenditure-may-2012,,,,,,,,,,,,
finance-expenditure-may-2013,Health,True,,,,,,,,,,
finance-expenditure-november-2011,,,,,,,,,,,,
finance-expenditure-november-2012,Health,True,,,,,,,,,,
finance-expenditure-october-2011,,,,,,,,,,,,
finance-expenditure-sepember-2011,,,,,,,,,,,,
finance-expenditure-september-2012,Health,True,,,,,,,,,,
finance-expenditute-june-2013,Health,True,,,,,,,,,,
finance-transactions-data-buckinghamshire-healthcare-nhs-trust,,,,,,,,,,,,
_financial_contingency_funds_in_wales,,,,,,,,,,,,
financial_contingency_funds_in_wales,,,,,,,,,,,,
_financial_crisis_and_statitical_classification,,,,,,,,,,,,
financial_crisis_and_statitical_classification,,,,,,,,,,,,
financial-expenditure-october-2010,,,,,,,,,,,,
financial_reportslocal_authority_expenditure_education_and_childrens_social_care_2009_10,,,,,,,,,,,,
_financial_reports_on_local_authority_expenditure_on_their_education_and_childrens_social_care_funct,,,,,,,,,,,,
financial_reports_on_local_authority_expenditure_on_their_education_and_childrens_social_care_functi,,,,,,,,,,,,
_financial_reports_on_local_authority_planned_budgets_for_their_education_and_childrens_social_care_,,,,,,,,,,,,
financial_reports_on_local_authority_planned_budgets_for_their_education_and_childrens_social_care_f,,,,,,,,,,,,
financialsanctions,Government,,,,,True,,,,,True,
financial-spend-transactions-over-25k,,,,,,,,,,,,
_financial_statistics,,,,,,,,,,,,
financial_statistics,,,,,,,,,,,,
financial_statistics_,,,,,,,,,,,,
_financial_statistics_explanatory_handbook,,,,,,,,,,,,
financial_statistics_explanatory_handbook,,,,,,,,,,,,
financial_statistics_-_none,,,,,,,,,,,,
financial_tranactions_january_2011,,,,,,,,,,,,
financial-transaction-ashton-leigh-wigan-communityhealthcare,,,,,,,,,,,,
financial-transaction-data-calderstones-partnership-nhs-foundation-trust,Spending,,,,,,,,,,,True
financial-transaction-data-coal-authority,Spending,,,,,,,,,,,
financial-transaction-data-nhs-telford-and-wrekin,Health,True,,,,,,,,,,
financial-transaction-data-north-cumbria-university-hospitals-nhs-trust,Health,,,,,,,,,,,
financial-transaction-data-tamesideandglossop,,,,,,,,,,,,
financial-transaction-december,,,,,,,,,,,,
financial-transaction-hull-and-east-yorkshire-hospitals-nhs-trust,Health,,,,True,,,,,,,
financial-transaction-over-25k-package,,,,,,,,,,,,
financial-transaction-over-500-quarterly-lgbce,,,,,,,,,,,,
financial_transactions,,,,,,,,,,,,
financial-transactions,Spending,,,,,,,,,,True,
financial-transactions-admin-spend-data-ukti,Spending,,,,True,,,,,,True,
financial-transactions-apr,,,,,,,,,,,,
financial-transactions-april-september-2010,Spending,,,,,,,,,,,
financial-transactions-august,,,,,,,,,,,,
financial-transactions-bch,,,,,,,,,,,,
financial_transactions_blt,,,,,,,,,,,,
financial-transactions-british-museum,,,,,,,,,,,,
financial-transactions-bsmhft-oct2010,,,,,,,,,,,,
financial-transactions-c,,,,,,,,,,,,
financial-transactions-darfordandgravesham-december-2010,Spending,,,,,,,,,,,
financial-transactions-data-280211-northern-devon-healthcare-trust,,,,,,,,,,,,
financial-transactions-data-2gether-nhs-foundation-trust,Health,,,,,,,,,,,
financial-transactions-data-acas,Spending,,,,,,,,,,,
financial-transactions-data-advantage_west_midlands,,,,,,,,,,,,
financial-transactions-data-advantage-west-midlands,,,,,,,,,,,,
financial-transactions-data-advantage_west_midlands_april_2011,,,,,,,,,,,,
financial-transactions-data-advantage_west_midlands_march_2011,,,,,,,,,,,,
financial-transactions-data-advantage_west_midlands_may_2011,,,,,,,,,,,,
financial-transactions-data-ago-cps,Spending,,,,,,,,,,,True
financial-transactions-data-ago-tsol,Finance,,,,,,,,,,,
financial-transactions-data-airedale-nhs-foundation-trust,Health,,,,,,,,,,,True
financial-transactions-data-alder-hey-childrens-hospital-nhs-foundation-trust,,,,,,,,,,,,
financial-transactions-data-animal-health,Finance,,,,True,,,,,,True,True
financial-transactions-data-animal-health-and-veterinary-laboratories-agency,Spending,,True,,,,,,,,True,
financial-transactions-data-appointments-commission,,,,,,,,,,,,
financial-transactions-data-ashford-and-st-peters-hospitals-nhs-trust,,,,,,,,,,,,
financial-transactions-data-audit-commission,Spending,,,,,,,,,,,True
financial-transactions-data-berkshire-east-pct,,,,,,,,,,,,
financial-transactions-data-bexley-care-trust,,,,,,,,,,,,
financial-transactions-data-bexley-care-trust1,,,,,,,,,,,,
financial-transactions-data-bexley-care-trust2,,,,,,,,,,,,
financial-transactions-data-bexley-care-trust3,,,,,,,,,,,,
financial-transactions-data-bexley-care-trust4,,,,,,,,,,,,
financial-transactions-data-birmingham-childrens-nhs-foundation-trust,,,,,,,,,,,,
financial-transactions-data-birmingham-east-and-north-primary-care-trust,Health,,,,,,,,,,,
financial-transactions-data-bis,,,,,,,,,,,,
financial-transactions-data-bis-bbsrc-2011-12,,,,,,,,,,,,
financial-transactions-data-bis-bbsrc-2012-13,Spending,,,,,,,,,,,
financial-transactions-data-bis-bbsrc-apr-2011,,,,,,,,,,,,
financial-transactions-data-bis-bbsrc-april-2010,,,,,,,,,,,,
financial-transactions-data-bis-bbsrc-august-2010,,,,,,,,,,,,
financial-transactions-data-bis-bbsrc-dec-2011,,,,,,,,,,,,
financial-transactions-data-bis-bbsrc-december-2010,,,,,,,,,,,,
financial-transactions-data-bis-bbsrc-feb-2011,,,,,,,,,,,,
financial-transactions-data-bis-bbsrc-gpc-2011,,,,,,,,,,,,
financial-transactions-data-bis-bbsrc-gpc-2012-2013,Spending,,,,,,,,,,,
financial-transactions-data-bis-bbsrc-jan-2011,,,,,,,,,,,,
financial-transactions-data-bis-bbsrc-july-2010,,,,,,,,,,,,
financial-transactions-data-bis-bbsrc-july-2011,,,,,,,,,,,,
financial-transactions-data-bis-bbsrc-june-2010,,,,,,,,,,,,
financial-transactions-data-bis-bbsrc-june-2011,,,,,,,,,,,,
financial-transactions-data-bis-bbsrc-mar-2011,,,,,,,,,,,,
financial-transactions-data-bis-bbsrc-may-2010,,,,,,,,,,,,
financial-transactions-data-bis-bbsrc-may-2011,,,,,,,,,,,,
financial-transactions-data-bis-bbsrc-nov-2010,,,,,,,,,,,,
financial-transactions-data-bis-bbsrc-nov-2011,,,,,,,,,,,,
financial-transactions-data-bis-bbsrc-oct-2011,,,,,,,,,,,,
financial-transactions-data-bis-bbsrc-october-2010,,,,,,,,,,,,
financial-transactions-data-bis-bbsrc-sept-2011,,,,,,,,,,,,
financial-transactions-data-bis-bbsrc-september-2010,,,,,,,,,,,,
financial-transactions-data-blackpool_fylde_and_wyre_hospitals_nhs_foundation_trust,Health,,,,,,,,,,True,
financial-transactions-data-bradford-district-care-trust,Health,,,,,,,,,,,
financial-transactions-data-brent-primary-care-trust,,,,,,,,,,,,
financial-transactions-data-brent-primary-care-trust-dec,,,,,,,,,,,,
financial-transactions-data-brent-primary-care-trust-jan-11,,,,,,,,,,,,
financial-transactions-data-brent-primary-care-trust-nov-10,,,,,,,,,,,,
financial-transactions-data-brent-primary-care-trust-oct-2010,,,,,,,,,,,,
financial-transactions-data-british-tourist-authority,,,,,,,,,,,,
financial-transactions-data-british-tourist-authority-october-2010,,,,,,,,,,,,
financial-transactions-data-bsuh-nhs-trust,Health,True,,,True,,,,,,,
financial-transactions-data-buckinghamshire-healthcare-nhs-trust,,,,,,,,,,,,
financial-transactions-data-buckinghamshire-healthcare-nhs-trust0,,,,,,,,,,,,
financial-transactions-data-buckinghamshire-healthcare-nhs-trust1,Spending,,,,,,,,,,,
financial-transactions-data-buckinghamshire-healthcare-nhs-trust2,Spending,,,,,,,,,,,
financial-transactions-data-buckinghamshire-pct,,,,,,,,,,,,
financial-transactions-data-burtonhospitals-nhft,Health,,,,,,,,,,,
financial-transactions-data-bwdctp,,,,,,,,,,,,
financial-transactions-data-cafcass,Spending,,,,,,,,,,,True
financial-transactions-data-calderstones-partnership-nhs-foundation-trust,Spending,,,,True,,,,,,,True
financial-transactions-data-calderstones-partnership-nhs-foundation-trust-august-11,Spending,,,,,,,,,,,True
financial-transactions-data-calderstones-partnership-nhs-foundation-trust-december-11,Spending,,,,,,,,,,,True
financial-transactions-data-calderstones-partnership-nhs-foundation-trust-january-12,Spending,,,,,,,,,,,
financial-transactions-data-calderstones-partnership-nhs-foundation-trust-july-11,Spending,,,,,,,,,,,True
financial-transactions-data-calderstones-partnership-nhs-foundation-trust-june-11,Spending,,,,,,,,,,,True
financial-transactions-data-calderstones-partnership-nhs-foundation-trust-march-12,Spending,,,,,,,,,,,True
financial-transactions-data-calderstones-partnership-nhs-foundation-trust-november-11,Spending,True,,,,,,,,,,True
financial-transactions-data-calderstones-partnership-nhs-foundation-trust-october-11,Spending,,,,,,,,,,,True
financial-transactions-data-calderstones-partnership-nhs-foundation-trust-september-11,Spending,,,,,,,,,,,True
financial-transactions-data-cct,,,,,,,,,,,,
financial-transactions-data-ccwater,Spending,,True,,,,,,,,True,
financial-transactions-data-cefas,Spending,,True,,,,,,,,True,
financial-transactions-data-central-and-eastern-cheshire-primary-care-trust,Spending,,,,,,,,,,,
financial-transactions-data-central-and-eastern-cheshire-primary-care-trust-1,,,,,,,,,,,,
financial-transactions-data-central-and-eastern-cheshire-primary-care-trust2,Spending,,,,,,,,,,,
financial-transactions-data-central-and-eastern-cheshire-primary-care-trust-nov-2010,,,,,,,,,,,,
financial-transactions-data-central-manchester-university-hospitals-nhs-foundation-trust,,,,,,,,,,,,
financial-transactions-data-central-manchester-university-hospitals-nhs-foundation-trust-apr-may,,,,,,,,,,,,
financial-transactions-data-central-manchester-university-hospitals-nhs-foundation-trust-december,,,,,,,,,,,,
financial-transactions-data-central-manchester-university-hospitals-nhs-foundation-trust-feb-mar11,,,,,,,,,,,,
financial-transactions-data-central-manchester-university-hospitals-nhs-foundation-trust-jan11,,,,,,,,,,,,
financial-transactions-data-central-manchester-university-hospitals-nhs-foundation-trust-november,,,,,,,,,,,,
financial-transactions-data-charity-commission,Spending,,,,,,,,,,,
financial-transactions-data-child-maintenance-and-enforcement-commission,,,,,,,,,,,,
financial-transactions-data-childrens-workforce-development-council,,,,,,,,,,,,
financial-transactions-data-christie-nhs-foundation-trust,Health,True,,,,,,,,,,
financial-transactions-data-city_and_hackney_pct,Spending,,,,,,,,,,,
financial-transactions-data-clg,,,,,,,,,,,,
financial-transactions-data-clg-april-2010,,,,,,,,,,,,
financial-transactions-data-clg-april-2011,Finance,,,,,,,,,,True,
financial-transactions-data-clg-july,Spending,,,,,,,,,,True,
financial-transactions-data-clg-march,,,,,,,,,,,,
financial-transactions-data-clg-may,,,,,,,,,,,,
financial-transactions-data-co,Spending,,,,True,,,,,,True,
financial-transactions-data-co-coi,,,,,,,,,,,,
financial-transactions-data-colchester-hospital-university-nhs-foundation-trust,Health,,,,,,,,,,,True
financial-transactions-data-companies-house,Spending,,,,,,,,,,,
financial-transactions-data-co-nsg,,,,,,,,,,,,
financial-transactions-data-cornwall-and-isles-of-scilly-chs,,,,,,,,,,,,
financial-transactions-data-county-durham-primary-care-trust,Health,,,,True,,,,,,,
financial-transactions-data-coventrypct,,,,,,,,,,,,
financial-transactions-data-cqc,Spending,True,,,,,,,,,,
financial-transactions-data-crc,,,,,,,,,,,,
financial-transactions-data-croydon-health-services-nhs-trust,Health,,,,,,,,,,,
financial-transactions-data-croydon-health-services-nhs-trust12,,,,,,,,,,,,
financial-transactions-data-cumbria-pct,,,,,,,,,,,,
financial-transactions-data-cwdc,,,,,,,,,,,,
financial-transactions-data-cwdc3,,,,,,,,,,,,
financial-transactions-data-cwdc5,Education,,,,,,,,,,,
financial-transactions-data-cwdc-oct10,,,,,,,,,,,,
financial-transactions-data-darlington-primary-care-trust,Health,,,,True,,,,,,,
financial-transactions-data-dartford-and-gravesham-nhs-trust,Spending,,,,,,,,,,,
financial-transactions-data-dcms-tate,Spending,,,,,,,,,,,
financial-transactions-data-decc,Spending,,,,,,,,,,,True
financial-transactions-data-defra,Spending,,True,,,,,,,,True,
financial-transactions-data-department,,,,,,,,,,,,
financial-transactions-data-department-of-health,,,,,,,,,,,,
financial-transactions-data-derbyshire-community-health-services,Spending,True,,,,,,,,,,
financial-transactions-data-derbyshire-mental-health-services-trust,Spending,,,,,,,,,,,
financial-transactions-data-dfe,Education,,,,True,,,,,,True,True
